version,test/acc,Name,dataset,data_dir,data_range,val_ratio,test_ratio,mechanism,x_eps,edge_mechanism,e_eps,model,hidden_dim,dropout,x_steps,y_steps,forward_correction,optimizer,max_epochs,learning_rate,weight_decay,patience,orphic,inner_epoch,device,seed,checkpoint_dir,repeats,output_dir,log,log_mode,project_name,retrain,cmd
0,75.03692762186115,093f4845-955d-11ee-8359-005056c00001,cora,./datasets,"(0, 1)",0.25,0.25,mbm,2.0,mrr,8.8,gatv2,16,0.5,4,2,True,adam,100,0.01,0,0,False,2,cpu,123,./ckpt,1,./output,False,individual,Solitude,False,main.py -d cora -ee 8.8 -ex 2 -kx 4 -ky 2 --model gatv2 --learning_rate 0.01 --weight_decay 0 --dropout 0.5 -s 123 --max-epochs 100
